Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts
Сбер (Сбербанк),SBER,ПанКлуб,13.05.2014,,03.04.2015,12:58,Завершена,"386,00","35,00%",Влияние,Рыночная,Круговая,Внутренняя,5.2014,,,13.05.2014,13.05.2014,Услуги / торговля,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.390827,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2014-05-13,,2014-05-13,2014-05-13,0,2014-05-13,2014-05-13T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.425248+03:00
Сбер (Сбербанк),SBER,Универсальная электронная карта (УЭК),22.01.2014,,03.04.2014,14:11,Завершена,"36,62","10,35%",Консолидация,Рыночная,Вертикальная,Внутренняя,4.2014,1.2014,,07.04.2014,22.01.2014,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.524802,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2014-01-22,,2014-04-07,2014-01-22,0,2014-01-22,2014-01-22T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.428086+03:00
Сбер (Сбербанк),SBER,Multinational Logistics Partnership (MLP),27.09.2017,,14.03.2014,12:00,Завершена,,"33,00%",Влияние,Рыночная,Круговая,Внутренняя,3.2014,,,29.09.2017,27.09.2017,Услуги / торговля,"Россия (СЗФО, ЦФО) , Украина",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.692467,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2017-09-27,,2017-09-29,2017-09-27,0,2017-09-27,2017-09-27T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.430464+03:00
Сбер (Сбербанк),SBER,Международное логистическое партнерство (МЛП),14.08.2014,,14.03.2014,12:00,Завершена,"213,00—223,25","33,00%",Влияние,Рыночная,Круговая,Внутренняя,3.2014,,,14.08.2014,14.08.2014,Транспорт,"Россия, Украина",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.692467,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2014-08-14,,2014-08-14,2014-08-14,0,2014-08-14,2014-08-14T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.432135+03:00
Сбер (Сбербанк),SBER,Верхнекамская калийная компания (ВКК),27.04.2016,,28.02.2014,15:04,Завершена,"398,00","19,90%",Участие,Рыночная,Круговая,Внутренняя,2.2014,,,27.04.2016,27.04.2016,Химия / Фармацевтика,Россия (ПФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.08834,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2016-04-27,,2016-04-27,2016-04-27,0,2016-04-27,2016-04-27T10:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.434066+03:00
ПАО Совкомбанк,SVCB,Джии мани банк,26.12.2013,12:27,09.12.2014,12:44,Завершена,"158,50—172,90","100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,2.2014,,10.2013,10.02.2014,29.04.2013,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2013-12-26,12:27,2014-02-10,2013-04-29,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.435903+03:00
Яндекс,YDEX,Кинопоиск,15.10.2013,,11.12.2013,17:24,Завершена,"80,00","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,10.2013,,,15.10.2013,15.10.2013,Телекоммуникации,Россия,Телекоммуникации,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,YDEX,Яндекс,TQBR,7de75794-a27f-4d81-a39b-492345813822,TCS00A107T19,0,2013-10-15,,2013-10-15,2013-10-15,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.437946+03:00
Сбер (Сбербанк),SBER,Красная поляна,05.06.2013,,23.05.2013,03:16,Завершена,"420,61","42,07%",Консолидация,Рыночная,Круговая,Внутренняя,8.2013,6.2013,,08.10.2013,05.06.2013,Строительство,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.899864,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2013-06-05,,2013-10-08,2013-06-05,0,2013-06-05,2013-06-05T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.440749+03:00
Сбер (Сбербанк),SBER,Citigroup Turkey,11.03.2013,,11.04.2013,16:50,Завершена,"1 445,00","100,00%",Полное приобретение,Рыночная,Горизонтальная,Импортная,7.2013,3.2013,,02.07.2013,11.03.2013,Финансы / Инвестиции / Страхование / Консалтинг,Турция,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.105892,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2013-03-11,,2013-07-02,2013-03-11,0,2013-03-11,2013-03-11T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.442796+03:00
Сбер (Сбербанк),SBER,Яндекс. Деньги,19.12.2012,20:47,04.07.2013,13:37,Завершена,"60,00","74,99%",Покупка,Рыночная,Вертикальная,Внутренняя,7.2013,,12.2012,04.10.2013,20.12.2012,Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО)",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.105892,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2012-12-19,20:47,2013-10-04,2012-12-20,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.444699+03:00
Альфа-банк,ACBR,Электронная торговая площадка (ЭТП) ММВБ,05.06.2013,09:41,,,Переговоры,"30,00","100,00%",Полное приобретение,Квазиприватизационная,Параллельная,Внутренняя,,6.2013,,25.06.2013,05.06.2013,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2013-06-05,09:41,2013-06-25,2013-06-05,,,,,3.12.9,2026-03-22T00:38:56.446844+03:00
Т-банк (Тинькофф),T,Страховая компания Москва,19.06.2013,,06.08.2013,,Завершена,"2,00","100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,6.2013,,,19.10.2013,19.06.2013,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2013-06-19,,2013-10-19,2013-06-19,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.448194+03:00
Альфа-банк,ACBR,Главный информационно-вычислительный центр Москвы (ГИВЦ Москвы),16.10.2012,10:46,27.02.2013,,Завершена,,"20,26%",Консолидация,Рыночная,Вертикальная,Внутренняя,2.2013,,,27.02.2013,27.02.2013,Телекоммуникации,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2012-10-16,10:46,2013-02-27,2013-02-27,,,,,3.12.9,2026-03-22T00:38:56.450107+03:00
Сбер (Сбербанк),SBER,Мясокомбинат Усть-Лабинский,13.02.2013,,,,Завершена,"5,00—10,00","99,99%",Поглощение,Рыночная,Круговая,Внутренняя,1.2013,,,13.10.2013,13.02.2013,Пищевая промышленность,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.961022,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2013-02-13,,2013-10-13,2013-02-13,0,2013-02-13,2013-02-13T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.451415+03:00
Альфа-банк,ACBR,Белросбанк,26.11.2012,09:57,19.12.2012,15:28,Завершена,"35,00","100,00%",Полное приобретение,Рыночная,Горизонтальная,Импортная,12.2012,,11.2012,17.09.2013,26.11.2012,Финансы / Инвестиции / Страхование / Консалтинг,Беларусь,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2012-11-26,09:57,2013-09-17,2012-11-26,,,,,3.12.9,2026-03-22T00:38:56.453486+03:00
Сбер (Сбербанк),SBER,Denizbank,08.06.2012,12:29,01.10.2012,10:10,Завершена,"3 892,67","99,85%",Поглощение,Рыночная,Горизонтальная,Импортная,9.2012,,6.2012,10.10.2012,25.05.2012,Финансы / Инвестиции / Страхование / Консалтинг,Турция,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.764462,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2012-06-08,12:29,2012-10-10,2012-05-25,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.456061+03:00
Сбер (Сбербанк),SBER,БНП Париба Восток / Cetelem,18.07.2012,11:53,05.09.2012,14:12,Завершена,н. д.,"70,00%",Покупка,Рыночная,Горизонтальная,Внутренняя,9.2012,6.2011,7.2012,23.10.2012,18.07.2012,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.764462,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2012-07-18,11:53,2012-10-23,2012-07-18,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.458329+03:00
Сбер (Сбербанк),SBER,Базэл аэро,31.10.2011,13:11,22.06.2012,12:46,Завершена,"100,00","19,99%",Участие,Рыночная,Круговая,Внутренняя,6.2012,,10.2011,26.06.2012,26.06.2012,Транспорт,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.200804,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-10-31,13:11,2012-06-26,2012-06-26,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.460215+03:00
Сбер (Сбербанк),SBER,Корус Консалтинг СНГ,22.05.2012,,16.05.2012,16:05,Завершена,н. д.,"100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,5.2012,,,22.05.2012,22.05.2012,Телекоммуникации,"Россия (СЗФО, ЦФО)",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.228639,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2012-05-22,,2012-05-22,2012-05-22,0,2012-05-22,2012-05-22T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.462040+03:00
Яндекс,YDEX,Seedcamp,27.04.2012,,25.04.2012,11:04,Завершена,н. д.,"<25,00%",Участие,Рыночная,Круговая,Импортная,4.2012,,,28.04.2012,27.04.2012,Финансы / Инвестиции / Страхование / Консалтинг,Великобритания,Телекоммуникации,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,YDEX,Яндекс,TQBR,7de75794-a27f-4d81-a39b-492345813822,TCS00A107T19,0,2012-04-27,,2012-04-28,2012-04-27,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.463869+03:00
Сбер (Сбербанк),SBER,База отдыха Ласточка,27.10.2012,,,,Завершена,"45,00","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,4.2012,,,28.11.2012,27.10.2012,Услуги / торговля,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.421583,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_non_trade_day_next_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2012-10-27,,2012-11-28,2012-10-27,1,2012-10-29,2012-10-29T10:00:00+04:00,time_missing_non_trade_day_next_open,3.12.9,2026-03-22T00:38:56.465475+03:00
Сбер (Сбербанк),SBER,Московский городской гольф-клуб,05.04.2012,02:12,,,Оформление,"10,00","71,95%",Покупка,Рыночная,Круговая,Внутренняя,,,4.2012,06.04.2012,06.04.2012,СМИ / Реклама / Спорт,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.421583,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2012-04-05,02:12,2012-04-06,2012-04-06,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.467275+03:00
Сбер (Сбербанк),SBER,Volksbank,08.09.2011,13:40,15.02.2012,19:37,Завершена,"656,50","100,00%",Полное приобретение,Рыночная,Горизонтальная,Импортная,2.2012,,,27.02.2012,27.02.2012,Финансы / Инвестиции / Страхование / Консалтинг,Австрия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.466405,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-09-08,13:40,2012-02-27,2012-02-27,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.469084+03:00
Сбер (Сбербанк),SBER,Sberbank CIB (Тройка Диалог),20.01.2012,,23.01.2012,09:52,Завершена,"1 000,00","100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,1.2012,,,20.01.2012,20.01.2012,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.845573,,2.639931,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2012-01-20,,2012-01-20,2012-01-20,0,2012-01-20,2012-01-20T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.471402+03:00
Сбер (Сбербанк),SBER,Альянс Лайф,17.10.2011,16:58,30.01.2012,,Завершена,"0,12","100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,1.2012,,,12.01.2012,12.01.2012,Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО)",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.845573,,2.639931,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-10-17,16:58,2012-01-12,2012-01-12,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.474456+03:00
Росбанк,ROSB,Агентство по возврату долгов (АВД),29.12.2011,,29.12.2011,18:36,Завершена,н. д.,"100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,12.2011,,,01.12.2011,01.12.2011,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Россия, Франция",3.161345,,2.795984,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,ROSB,РОСБАНК,TQBR,3fccb7cc-787b-450d-8799-c3c92c1cb76d,BBG000PND2J2,0,2011-12-29,,2011-12-01,2011-12-01,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.476759+03:00
Росбанк,ROSB,Телсиком,03.11.2011,,09.12.2011,17:00,Завершена,н. д.,"100,00%",Полное приобретение,Квазиприватизационная,Круговая,Внутренняя,12.2011,,,01.12.2011,01.12.2011,Телекоммуникации,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Россия, Франция",3.161345,,2.795984,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,ROSB,РОСБАНК,TQBR,3fccb7cc-787b-450d-8799-c3c92c1cb76d,BBG000PND2J2,0,2011-11-03,,2011-12-01,2011-12-01,0,,,no_trade_days_near_release,3.12.9,2026-03-22T00:38:56.478442+03:00
Сбер (Сбербанк),SBER,SLB Commercial Bank,30.11.2011,10:41,23.12.2011,15:21,Завершена,"80,62","99,15%",Поглощение,Рыночная,Горизонтальная,Импортная,12.2011,,,01.12.2011,01.12.2011,Финансы / Инвестиции / Страхование / Консалтинг,Швейцария,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.447619,,2.466405,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-11-30,10:41,2011-12-01,2011-12-01,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.480071+03:00
Сбер (Сбербанк),SBER,Интеко,07.09.2011,00:25,07.12.2011,19:05,Завершена,"60,00","5,00%",Участие,Рыночная,Круговая,Внутренняя,12.2011,,,01.12.2011,01.12.2011,Строительство,"Россия (СЗФО, ЦФО)",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.447619,,2.466405,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-09-07,00:25,2011-12-01,2011-12-01,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.482266+03:00
Сбер (Сбербанк),SBER,Курганнефтепродукт,01.12.2011,,,,Завершена,н. д.,"100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,12.2011,,,01.12.2011,01.12.2011,Нефть / Газ / Уголь,"Россия (ЮФО, УФО)",Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.447619,,2.466405,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-12-01,,2011-12-01,2011-12-01,0,2011-12-01,2011-12-01T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.484036+03:00
Сбер (Сбербанк),SBER,Таганрогский мазутный терминал,09.11.2010,12:50,,,Завершена,"46,16","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,12.2011,,,01.12.2011,01.12.2011,Транспорт,Россия (ЮФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.447619,,2.466405,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-11-09,12:50,2011-12-01,2011-12-01,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.485894+03:00
Сбер (Сбербанк),SBER,Химкомбинат Сода-Хлорат,08.10.2010,00:00,03.12.2011,00:00,Завершена,н. д.,"50,98%",Покупка,Рыночная,Круговая,Внутренняя,12.2011,,,01.12.2011,01.12.2011,Химия / Фармацевтика,Россия (ПФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",2.447619,,2.466405,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_intraday_on_release_day,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2010-10-08,00:00,2011-12-01,2011-12-01,0,,,no_intraday_on_release_day,3.12.9,2026-03-22T00:38:56.487786+03:00
Сбер (Сбербанк),SBER,Мосстройвозрождение,15.11.2011,,24.11.2011,14:27,Завершена,"0,03","50,00%",Партнерство,Приватизационная,Круговая,Внутренняя,11.2011,,11.2011,15.11.2011,15.11.2011,Машиностроение,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,2.845573,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-11-15,,2011-11-15,2011-11-15,0,2011-11-15,2011-11-15T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.489705+03:00
Сбер (Сбербанк),SBER,Павловскгранит,30.09.2011,,30.06.2011,10:53,Завершена,"36,66","36,30%",Влияние,Рыночная,Круговая,Внутренняя,9.2011,,,30.09.2011,30.09.2011,Строительство,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-09-30,,2011-09-30,2011-09-30,0,2011-09-30,2011-09-30T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.491617+03:00
Сбер (Сбербанк),SBER,Премиум Спиритс,02.08.2011,,,,Завершена,"9,40","75,00%",Поглощение,Рыночная,Круговая,Внутренняя,8.2011,,,02.08.2011,02.08.2011,Пищевая промышленность,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-08-02,,2011-08-02,2011-08-02,0,2011-08-02,2011-08-02T10:00:00+04:00,time_missing_same_day_open,3.12.9,2026-03-22T00:38:56.493521+03:00
Сбер (Сбербанк),SBER,Спортлото,14.05.2011,,13.05.2011,19:17,Завершена,"4,00","25,10%",Консолидация,Рыночная,Вертикальная,Внутренняя,5.2011,,,14.05.2011,14.05.2011,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_non_trade_day_next_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2011-05-14,,2011-05-14,2011-05-14,1,2011-05-16,2011-05-16T10:00:00+04:00,time_missing_non_trade_day_next_open,3.12.9,2026-03-22T00:38:56.495287+03:00
Промсвязьбанк (ПСБ),PSBR,Касса 24,07.03.2011,,22.03.2011,11:52,Завершена,н. д.,"51,00%",Покупка,Рыночная,Вертикальная,Внутренняя,3.2011,,,07.03.2011,07.03.2011,Телекоммуникации,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,skipped,ignored_unresolved_row,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2011-03-07,,2011-03-07,2011-03-07,,,,,3.12.9,2026-03-22T00:38:56.497385+03:00
